"Ключ формулы","Формула","Подгруппа материалов","Деловой партнер","""Действительно с"" - метка врем. объекта","Метка времени ""Действительно по""","Дата создания","Неактивна","Тип цены","ВалютаДокумента","Материал","client_id","client_name"
"Z900027731","( MEG + H ) * E * Q + F + T","","17254","2026-09-01 00:00:00","2026-12-31 00:00:00","2026-03-10 00:00:00","","A1","RUB","991831","CL-10206","Клиент 206"
"Z900027742","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS - QWWRY","MT00000108","84069","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-10 00:00:00","","A1","RUB","","CL-10597","Клиент 597"
"Z900027745","( ( STYRENE_CHINA + K1 ) * USD_RATE * TAX ) * B","","15491","2024-05-01 00:00:00","2027-04-30 00:00:00","2026-03-10 00:00:00","","A1","RUB","210919","CL-10141","Клиент 141"
"Z900027759","( ( K * DOP + F ) * I * C + F1 ) * VAT","MT00050001","11767","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-03-12 00:00:00","","A1","RUB","","CL-10038","Клиент 038"
"Z900027769","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS - REY","MT00000108","26821","2026-01-01 00:00:00","2027-01-31 00:00:00","2026-03-12 00:00:00","","A1","RUB","","CL-10291","Клиент 291"
"Z900027771","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS - WERT","MT00000108","26820","2026-01-01 00:00:00","2027-01-31 00:00:00","2026-03-12 00:00:00","","A1","RUB","","CL-10290","Клиент 290"
"Z900027781","RND_X ( ( DOP * DISCOUNT + L ) * IMPORT_TAXES * USD_RATE + LOGISTIC + T , 2 ) * TAX + A","MT00050001","17081","2026-03-10 00:00:00","2026-12-31 00:00:00","2026-03-13 00:00:00","","2","RUB","","CL-10199","Клиент 199"
"Z900027784","Y / K * NDS","","11259","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-16 00:00:00","","A1","RUB","1409817","CL-10022","Клиент 022"
"Z900027785","Y / K * NDS","","11259","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-16 00:00:00","","A1","RUB","1568114","CL-10022","Клиент 022"
"Z900027792","IF ( ( ( K1 - C ) * D ) < SPOT , ( ( K1 - C ) * D ) , SPOT )","","226631","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-03-16 00:00:00","","A1","RUB","1182568","CL-10240","Клиент 240"
"Z900027852","( MEG + D ) * K * A - N","","610","2026-04-01 00:00:00","2027-03-31 00:00:00","2026-03-20 00:00:00","","A1","RUB","991831","CL-10562","Клиент 562"
"Z900027853","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS","MT00000108","17074","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-21 00:00:00","","A1","RUB","","CL-10198","Клиент 198"
"Z900027859","SPOT * K","","161216","2026-03-04 00:00:00","2027-03-31 00:00:00","2026-03-23 00:00:00","","A1","RUB","1182082","CL-10166","Клиент 166"
"Z900027868","( ( ( ICIS + F ) * K * AG + T ) * ( 1 + KL / 365 * A / 100 ) ) * VAT","","307176","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-03-23 00:00:00","","A1","RUB","723863","CL-10411","Клиент 411"
"Z900027929","Y / K * NDS","","167262","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-03-25 00:00:00","","A1","RUB","1409812","CL-10187","Клиент 187"
"Z900027932","RND_X ( ( DOP * K + L ) * I * C + T , 2 ) * H","MT00050001","167262","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-03-25 00:00:00","","A1","RUB","","CL-10187","Клиент 187"
"Z900027933","( ( ( DOP * DISCOUNT + 130_ ) * IMPORT_TAXES * USD_RATE ) + T ) * TAX","MT00050001","9803","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-03-25 00:00:00","","A1","RUB","","CL-10615","Клиент 615"
"Z900027937","( ( ( DOP * DISCOUNT + 130_ ) * IMPORT_TAXES * USD_RATE ) + T ) * TAX","MT00050001","99591","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-25 00:00:00","","A1","RUB","","CL-10620","Клиент 620"
"Z900027939","( ( STYRENE_CHINA + K1 ) * USD_RATE * TAX )","","33677","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-03-25 00:00:00","","A1","RUB","210919","CL-10473","Клиент 473"
"Z900027940","( ( CFR_TURKEYMEORIG05 + B + ( T1 / T2 ) + ( R / E * U * ( CUR_€_₱_M / CUR_$_₱_M ) ) ) - O - P ) * CUR_$_₱_M * NDS - A","","316899","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-25 00:00:00","","A1","RUB","226858","CL-10427","Клиент 427"
"Z900027947","Y / K * NDS","","167262","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-03-25 00:00:00","","A1","RUB","1409817","CL-10187","Клиент 187"
"Z900027955","RND_X ( ( DOP * K + L ) * I * C + T , 2 ) * H","MT00050001","167262","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-03-25 00:00:00","","A1","RUB","","CL-10187","Клиент 187"
"Z900027958","IF ( ( C * K * IB * A ) > ( SPOT * B ) , ( C * K * IB * A ) , ( SPOT * B ) )","","33677","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-03-25 00:00:00","","1","RUB","953780","CL-10473","Клиент 473"
"Z900027959","IF ( ( C * K * IB * A ) < ( SPOT * B ) , ( C * K * IB * A ) , ( SPOT * B ) )","","33677","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-03-25 00:00:00","","1","RUB","953780","CL-10473","Клиент 473"
"Z900027979","RND_X ( ( DOP * K + F ) * I * C + L , 2 ) * H","MT00050001","16209","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-03-26 00:00:00","","A1","RUB","","CL-10169","Клиент 169"
"Z900027983","( DEL + K ) * EXR * VAT","","11248","2026-01-01 00:00:00","2028-01-31 00:00:00","2026-03-26 00:00:00","","A1","RUB","991884","CL-10020","Клиент 020"
"Z900027996","( SPOT_CFR_CHINA_11 + L1 ) * ( A + L2 ) * K * NDS - D","","73084","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-03-26 00:00:00","","A1","RUB","1382293","CL-10580","Клиент 580"
"Z900028003","RND_X ( ( DOP * K + F ) * I * C + L , 2 ) * H * ( V - ( ( KC + KC1 ) / D * DNI ) )","MT00050001","13929","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-03-27 00:00:00","","A1","RUB","","CL-10098","Клиент 098"
"Z900028008","( DEL * K + F ) * EXR * VAT","","71831","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-03-27 00:00:00","","A1","RUB","1185196","CL-10578","Клиент 578"
"Z900028009","( CFR_CHINA_06 + L1 ) * ( A + L2 ) * K * NDS","","73084","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-03-27 00:00:00","","A1","RUB","1005967","CL-10580","Клиент 580"
"Z900028013","( ( DOP * DISCOUNT + F ) * IMPORT_TAXES * USD_RATE + T ) * TAX - A","MT00050001","358621","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-03-27 00:00:00","","A1","RUB","","CL-10520","Клиент 520"
"Z900028014","Y / K * NDS","","358621","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-03-27 00:00:00","","A1","RUB","1409812","CL-10520","Клиент 520"
"Z900028034","( ( D * N + LOG ) * EXR - K ) * VAT","","298013","2026-01-01 00:00:00","2026-06-30 00:00:00","2026-03-27 00:00:00","","A1","RUB","1599543","CL-10383","Клиент 383"
"Z900028053","( CFR_CHINA_18 + L1 ) * K * NDS","","12281","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-03-27 00:00:00","","A1","RUB","1005967","CL-10056","Клиент 056"
"Z900028057","RND_X ( RND_X ( ( SPOT_FOB_CHINA_01 + F ) * CD * CUR_$ + T , 2 ) * X + ( ( P / O + 40000 ) * Y ) + T1 , 2 ) * VAT + I","","99453","2022-09-01 00:00:00","2027-03-01 00:00:00","2026-03-27 00:00:00","","A1","RUB","721362","CL-10619","Клиент 619"
"Z900028058","( P * CUR_$ * K ) * X","","13599","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-03-27 00:00:00","","A1","RUB","786651","CL-10093","Клиент 093"
"Z900028059","( P * CUR_$ * K ) * X - A","","289151","2026-01-01 00:00:00","2027-01-31 00:00:00","2026-03-28 00:00:00","","A1","RUB","1182293","CL-10342","Клиент 342"
"Z900028069","( ( ( ( ( FD_EU_02 - L1 + L2 ) * CUR_€_₱_M + E ) * ( 1 + U ) + L3 ) * Y ) - D ) + ( M * K ) + A","","134484","2021-03-23 00:00:00","2026-12-31 00:00:00","2026-03-28 00:00:00","","A1","RUB","1382294","CL-10088","Клиент 088"
"Z900028070","( ( ( ( ( FD_EU_02 - L1 + L2 ) * CUR_€_₱_M + E ) * ( 1 + U ) + L3 ) * Y ) - D ) + ( M * K ) - A","","134484","2021-03-23 00:00:00","2026-12-31 00:00:00","2026-03-28 00:00:00","","A1","RUB","1382293","CL-10088","Клиент 088"
"Z900028075","OMT * DSC","","3302","2026-04-01 00:00:00","2027-03-31 00:00:00","2026-03-30 00:00:00","","1","RUB","214209","CL-10453","Клиент 453"
"Z900028077","( ( ( DOP * DISCOUNT + 130_ ) * IMPORT_TAXES * USD_RATE ) + T ) * TAX","MT00050001","18039","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-30 00:00:00","","A1","RUB","","CL-10223","Клиент 223"
"Z900028078","( ( ( DOP * DISCOUNT + 130_ ) * IMPORT_TAXES * USD_RATE ) + T ) * TAX","MT00050001","132582","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-30 00:00:00","","A1","RUB","","CL-10082","Клиент 082"
"Z900028079","( CFR_CHINA_18 + L1 ) * K * NDS","","12281","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-03-30 00:00:00","","A1","RUB","1005972","CL-10056","Клиент 056"
"Z900028131","( ( DOP * DISCOUNT + F ) * IMPORT_TAXES * USD_RATE + L + T ) * TAX","MT00050001","287039","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-03-30 00:00:00","","A1","RUB","","CL-10338","Клиент 338"
"Z900028147","SPOT * C","","148323","2026-04-01 00:00:00","2026-06-30 00:00:00","2026-03-31 00:00:00","","A1","RUB","1182491","CL-10127","Клиент 127"
"Z900028181","SPOT * C","","148323","2026-04-01 00:00:00","2026-06-30 00:00:00","2026-03-31 00:00:00","","A1","RUB","1182486","CL-10127","Клиент 127"
"Z900028186","SPOT * C","","148323","2026-04-01 00:00:00","2026-06-30 00:00:00","2026-03-31 00:00:00","","A1","RUB","1182490","CL-10127","Клиент 127"
"Z900028189","( MEG_CFR_CHINA + W ) * K * A","","296513","2025-12-01 00:00:00","2026-12-31 00:00:00","2026-03-31 00:00:00","","A1","RUB","991831","CL-10357","Клиент 357"
"Z900028194","ENIP + A","","197604","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-03-31 00:00:00","","A1","RUB","1492358","CL-10231","Клиент 231"
"Z900028221","IF ( ( K + L ) * D < SPOT , ( K + L ) * D , SPOT )","","17142","2026-03-01 00:00:00","2027-12-31 00:00:00","2026-04-01 00:00:00","","A1","RUB","1182578","CL-10201","Клиент 201"
"Z900028224","SPOT - SPOT * A / B","","17728","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-04-01 00:00:00","","A1","RUB","1861594","CL-10217","Клиент 217"
"Z900028265","ENIP_RUS_DTL + A","","296874","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-04-01 00:00:00","","A1","RUB","1492358","CL-10372","Клиент 372"
"Z900028286","K - D + S + L","","21663","2026-03-01 00:00:00","2027-01-31 00:00:00","2026-04-02 00:00:00","","A1","RUB","754154","CL-10237","Клиент 237"
"Z900028288","F + T + C","","12971","2026-03-01 00:00:00","2026-12-31 00:00:00","2026-04-02 00:00:00","","2","RUB","1182271","CL-10078","Клиент 078"
"Z900028292","( TSR20 * CUR_$ ) * VAT","","11910","2026-04-01 00:00:00","2027-03-31 00:00:00","2026-04-02 00:00:00","","A1","RUB","1183048","CL-10042","Клиент 042"
"Z900028293","F + T + C","","12971","2026-03-01 00:00:00","2026-12-31 00:00:00","2026-04-02 00:00:00","","2","RUB","1182271","CL-10078","Клиент 078"
"Z900028300","( TSR20 * CUR_$ ) * VAT","","10467","2026-04-01 00:00:00","2027-03-31 00:00:00","2026-04-02 00:00:00","","A1","RUB","1183048","CL-10008","Клиент 008"
"Z900028307","( ICIS + X + L1 ) * DUTY * EX + L2 - L3","","234216","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-04-02 00:00:00","","A1","RUB","1182353","CL-10251","Клиент 251"
"Z900028308","( MAN + L ) * K","","11190","2026-04-01 00:00:00","2026-07-31 00:00:00","2026-04-02 00:00:00","","A1","RUB","1129532","CL-10019","Клиент 019"
"Z900028321","( ( ( ( ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + T ) * C ) * ( I - Y ) + ( P / K + PR ) * Y ) + T1 ) * NDS )","","52465","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-04-02 00:00:00","","A1","RUB","1602311","CL-10542","Клиент 542"
"Z900028373","IF ( ( ( ( MAN + FEE ) * K * A ) > SPOT - B ) , ( ( ( MAN + FEE ) * K ) * A ) , SPOT - B )","","157232","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-04-06 00:00:00","","A1","RUB","1129532","CL-10149","Клиент 149"
"Z900028384","A * D","","275092","2025-10-01 00:00:00","2026-09-30 00:00:00","2026-04-06 00:00:00","","A1","RUB","1182355","CL-10315","Клиент 315"
"Z900028388","( ( ( ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + T ) * KC ) + T1 ) * NDS ) * X","","316224","2026-04-01 00:00:00","2027-12-31 00:00:00","2026-04-06 00:00:00","","A1","RUB","1182561","CL-10424","Клиент 424"
"Z900028389","( ( ICIS + F ) * AG * CD * K + T ) * PK * NDC","","50632","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-04-06 00:00:00","","A1","RUB","1188977","CL-10537","Клиент 537"
"Z900028398","( ( CFR_TURKEYMEORIG05 + B + ( T1 / T2 ) + ( R / E * U * ( CUR_€_₱_M / CUR_$_₱_M ) ) ) - O - P ) * CUR_$_₱_M * NDS","","316899","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-04-06 00:00:00","","A1","RUB","226953","CL-10427","Клиент 427"
"Z900028406","( MEG + H ) * E * T","","318957","2026-04-01 00:00:00","2027-03-31 00:00:00","2026-04-07 00:00:00","","A1","RUB","991884","CL-10433","Клиент 433"
"Z900028407","( MEG + H ) * E * T - L","","318957","2026-04-01 00:00:00","2027-03-31 00:00:00","2026-04-07 00:00:00","","A1","RUB","991831","CL-10433","Клиент 433"
"Z900028410","( ( ( ( CPT + P1 ) * CUR_$_₱_M ) * NDS ) + ( T * NDS ) ) * ( ( Q + P ) / Q )","","88845","2026-04-01 00:00:00","2026-10-31 00:00:00","2026-04-07 00:00:00","","A1","RUB","1726460","CL-10605","Клиент 605"
"Z900028411","( DEL * K + F ) * EXR * VAT","","71831","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-04-07 00:00:00","","A1","RUB","1182616","CL-10578","Клиент 578"
"Z900028421","K - D","","27206","2026-04-01 00:00:00","2026-06-30 00:00:00","2026-04-07 00:00:00","","A1","RUB","754155","CL-10303","Клиент 303"
"Z900028446","( ( ( ( ( ( A + W ) * T * ( T + B ) + C + D + E + F + I ) * ( T + ( H / Z ) ) - ( ( A + W ) * T * ( T + B ) + C + D + E + F + I ) * ( T + ( H / Z ) ) * ( K / Z ) ) / ( T + L ) - M - N - O - Q ) * CUR_$_₱_M ) * S ) + Y","","17488","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-04-08 00:00:00","","A1","RUB","1905529","CL-10211","Клиент 211"
"Z900028455","( ( ICIS + F ) * AG * CD * K + T ) * PK * NDC","","50632","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-04-09 00:00:00","","A1","RUB","1184713","CL-10537","Клиент 537"
"Z900028458","( A * ( ( FOB_RDAM_ARA / N ) + ( K * NWE_FOB_ARA_02 + PR ) ) * CUR_$_₱_M ) * NDS","","11526","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-04-09 00:00:00","","2","RUB","1184558","CL-10027","Клиент 027"
"Z900028461","( ( MEG + H ) * E * T ) + L","","11760","2026-04-01 00:00:00","2027-03-31 00:00:00","2026-04-09 00:00:00","","A1","RUB","991884","CL-10037","Клиент 037"
"Z900028464","( SPOT - SPOT * D / B )","MT00000047","16945","2026-04-01 00:00:00","2027-03-31 00:00:00","2026-04-09 00:00:00","","A1","RUB","","CL-10193","Клиент 193"
"Z900028474","RND_X ( ( RND_X ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + R - T ) * D ) * X + ( ( P / O + 40000 ) * Y ) , 2 + T ) * VAT","","11253","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-04-09 00:00:00","","A1","RUB","1203330","CL-10021","Клиент 021"
"Z900028475","( ( ( ( ( A + B ) / D ) + C ) * CUR_$_₱_M ) * N + T ) + P","MT00000110","53099","2026-03-24 00:00:00","2028-12-31 00:00:00","2026-04-10 00:00:00","","A1","RUB","","CL-10544","Клиент 544"
"Z900028492","( RND_X ( ( ICIS + D ) * CD * K + T , 2 ) * X + RND_X ( ( P / O + 40000 ) * Y , 2 ) + T1 ) * VAT + L","","286609","2022-04-01 00:00:00","2026-12-31 00:00:00","2026-04-13 00:00:00","","A1","RUB","1596835","CL-10336","Клиент 336"
"Z900028493","C","","94650","2023-12-11 00:00:00","2026-12-31 00:00:00","2026-04-13 00:00:00","","A1","RUB","885093","CL-10613","Клиент 613"
"Z900028494","K1 - C","","15204","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-04-13 00:00:00","","A1","RUB","1182567","CL-10135","Клиент 135"
"Z900028498","K1 - C + A","","15204","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-04-13 00:00:00","","A1","RUB","1182577","CL-10135","Клиент 135"
"Z900028512","IF ( ( ( DEG + H ) * USD * A ) < SPOT , ( ( DEG + H ) * USD * A ) , SPOT ) + L","","12876","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-04-15 00:00:00","","A1","RUB","991884","CL-10075","Клиент 075"
"Z900028514","D * X","","147738","2026-07-01 00:00:00","2026-09-30 00:00:00","2026-04-15 00:00:00","","A1","RUB","1182081","CL-10123","Клиент 123"
"Z900028515","D * K * X","","147738","2026-04-01 00:00:00","2026-06-30 00:00:00","2026-04-15 00:00:00","","A1","RUB","1182081","CL-10123","Клиент 123"
"Z900028516","( RND_X ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + T , 2 ) + T1 ) * PK * VAT","","32663","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-04-16 00:00:00","","A1","RUB","407335","CL-10443","Клиент 443"
"Z900028518","( ( ( ( ( ( A + W ) * T * ( T + B ) + C + D + E + F + I ) * ( T + ( H / Z ) ) - ( ( A + W ) * T * ( T + B ) + C + D + E + F + I ) * ( T + ( H / Z ) ) * ( K / Z ) ) / ( T + L ) - M - N - O - Q ) * CUR_$_₱_M ) * S ) + Y","","296220","2026-03-19 00:00:00","2027-02-28 00:00:00","2026-04-16 00:00:00","","A1","RUB","1905529","CL-10355","Клиент 355"
"Z900028519","( DISCOUNT * CONTR_FD_NWE_16 + DISCOUNT1 * CONTR_FD_NWE_17 + FREE ) * CUR_€ * VAT","","27206","2026-01-01 00:00:00","2026-06-30 00:00:00","2026-04-16 00:00:00","","2","RUB","266973","CL-10303","Клиент 303"
"Z900028520","( DISCOUNT * CONTR_FD_NWE_16 + DISCOUNT1 * CONTR_FD_NWE_17 + FREE ) * CUR_€ * VAT","","27206","2026-01-01 00:00:00","2026-06-30 00:00:00","2026-04-16 00:00:00","","2","RUB","409448","CL-10303","Клиент 303"
"Z900028521","( DISCOUNT * CONTR_FD_NWE_16 + DISCOUNT1 * CONTR_FD_NWE_17 + FREE ) * CUR_€ * VAT","","27206","2026-01-01 00:00:00","2026-06-30 00:00:00","2026-04-16 00:00:00","","2","RUB","266973","CL-10303","Клиент 303"
"Z900028574","K * V","","262415","2026-04-17 00:00:00","2028-12-31 00:00:00","2026-04-24 00:00:00","","A1","RUB","953780","CL-10279","Клиент 279"
"Z900028575","( DEL * K + F ) * EXR * VAT","","71831","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-04-24 00:00:00","","A1","RUB","1569545","CL-10578","Клиент 578"
"Z900028585","C","","123853","2026-04-01 00:00:00","2027-03-31 00:00:00","2026-04-27 00:00:00","","A1","RUB","1362152","CL-10057","Клиент 057"
"Z900028593","OMT * DSC","","3302","2026-04-01 00:00:00","2027-03-31 00:00:00","2026-04-27 00:00:00","","1","RUB","214209","CL-10453","Клиент 453"
"Z900028595","RND_X ( ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + R - T ) * D * X + ( ( P / O + 37000 ) * Y ) + T , 2 ) * VAT","","11253","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-04-28 00:00:00","","A1","RUB","1602311","CL-10021","Клиент 021"
"Z900028623","X","","296619","2026-04-10 00:00:00","2027-04-30 00:00:00","2026-04-28 00:00:00","","1","RUB","1372179","CL-10363","Клиент 363"
"Z900028629","( FO * K * 06 ) * NDS","","296619","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-04-28 00:00:00","","A1","RUB","1464690","CL-10363","Клиент 363"
"Z900028648","IF ( ( CPT_MOSCOW_110 - L ) * D < SPOT , ( CPT_MOSCOW_110 - L ) * D , SPOT ) + B","","268825","2026-04-01 00:00:00","2027-03-31 00:00:00","2026-04-29 00:00:00","","A1","RUB","1182578","CL-10294","Клиент 294"
"Z900028650","RND_X ( ( ( ( CONTR_FD_NWE_16 + P ) * CUR_€ ) + D ) + S ) * NDS","","140428","2025-03-01 00:00:00","2027-02-28 00:00:00","2026-04-29 00:00:00","","A1","RUB","1050010","CL-10102","Клиент 102"
"Z900028666","( DEL + K ) * EXR","","236890","2026-05-01 00:00:00","2027-04-30 00:00:00","2026-04-29 00:00:00","","A1","RUB","991884","CL-10256","Клиент 256"
"Z900028668","( DISCOUNT * CONTR_FD_NWE_16 + DISCOUNT1 * CONTR_FD_NWE_17 + FREE ) * CUR_€ * VAT","","27206","2026-01-01 00:00:00","2026-06-30 00:00:00","2026-04-29 00:00:00","","2","RUB","409410","CL-10303","Клиент 303"
"Z900028680","CHINA_01 / CN * CUR_¥ * N - D + L","MT00085613","135123","2025-07-16 00:00:00","2026-12-31 00:00:00","2026-04-30 00:00:00","","2","RUB","","CL-10089","Клиент 089"
"Z900028696","A * ( ( B1 + B2 + B3 + B4 ) / C ) + X","MT00003294","110026","2022-04-26 00:00:00","2026-06-30 00:00:00","2026-04-30 00:00:00","","A1","RUB","","CL-10011","Клиент 011"
"Z900028733","ETP - ( ETP * G ) - ( ETP * D1 ) - ( ETP * F ) + E1","","238987","2025-12-01 00:00:00","2033-12-31 00:00:00","2026-05-04 00:00:00","","A1","RUB","1710734","CL-10259","Клиент 259"
"Z900028760","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-05-05 00:00:00","","2","USD","1883996","CL-10512","Клиент 512"
"Z900028761","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-05-05 00:00:00","","2","USD","1884011","CL-10512","Клиент 512"
"Z900028773","ENIP_RUS_TRD + T","","11291","2026-05-01 00:00:00","2026-12-31 00:00:00","2026-05-05 00:00:00","","1","RUB","1182642","CL-10023","Клиент 023"
"Z900028774","ENIP_RUS_TRD","","11291","2026-05-01 00:00:00","2026-12-31 00:00:00","2026-05-05 00:00:00","","1","RUB","1492358","CL-10023","Клиент 023"
"Z900028777","( RND_X ( ( ( ( A + CONTR_FD_NWE_16 ) * CUR_€ + B ) * K ) , D ) ) * NDS","","167240","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-05-05 00:00:00","","A1","RUB","1050010","CL-10186","Клиент 186"
"Z900028778","( ( ( A * Q * ( K + B ) + C + D + E + G + F ) * ( K + H ) / ( K + T ) / Q - ( D + E + O + G ) ) * CUR_$_₱_M * NDS )","MT00000108","12005","2026-04-01 00:00:00","2027-03-31 00:00:00","2026-05-06 00:00:00","","A1","RUB","","CL-10046","Клиент 046"
"Z900028780","MIN ( ( ( K2 * D * D1 * D2 * D3 ) - A ) , ( SPOT * F ) ) + C","","234216","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-05-06 00:00:00","","A1","RUB","1182577","CL-10251","Клиент 251"
"Z900028784","( P * CUR_$ * K ) * X","MT00012613","289151","2026-05-01 00:00:00","2027-01-31 00:00:00","2026-05-06 00:00:00","","A1","RUB","","CL-10342","Клиент 342"
"Z900028793","Y / K * NDS - X","MT0002012","99591","2026-04-29 00:00:00","2026-06-30 00:00:00","2026-05-07 00:00:00","","A1","RUB","","CL-10620","Клиент 620"
"Z900028794","IF ( ( CPT_MOSCOW_110 - L ) * D < SPOT , ( CPT_MOSCOW_110 - L ) * D , SPOT )","","316224","2026-05-05 00:00:00","2027-04-30 00:00:00","2026-05-07 00:00:00","","A1","RUB","1182578","CL-10424","Клиент 424"
"Z900028797","F","","289190","2026-05-01 00:00:00","2026-12-31 00:00:00","2026-05-07 00:00:00","","A1","RUB","549716","CL-10343","Клиент 343"
"Z900028800","( ( ( ( ( FD_EU_02 - L1 + L2 ) * CUR_€_₱_M + E ) * ( 1 + U ) + L3 ) * Y ) - D ) + ( M * K ) + A","MT00000091","110026","2022-04-26 00:00:00","2026-06-30 00:00:00","2026-05-07 00:00:00","","A1","RUB","","CL-10011","Клиент 011"
"Z900028807","ENIP_RUS_DTL + A","","143202","2026-04-01 00:00:00","2026-06-30 00:00:00","2026-05-08 00:00:00","","A1","RUB","1492358","CL-10110","Клиент 110"
"Z900028824","( ASIA + D ) * USD * 20","","2590","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-05-12 00:00:00","","1","RUB","977354","CL-10272","Клиент 272"
"Z900028837","( ( ( A * Q * ( K + B ) + C + D + E + G + F ) * ( K + H ) / ( K + T ) / Q - ( D + E + O + G ) ) * CUR_$_₱_M * NDS )","MT00000108","296220","2026-03-19 00:00:00","2027-02-28 00:00:00","2026-05-13 00:00:00","","A1","RUB","","CL-10355","Клиент 355"
